"Accountability","Collaboration","Courage","Drive","Humanity","Humility","Integrity","Judgment","Justice","Temperance","Transcendence","Performance","Character"
4.36616323496743,4.29738342963899,4.57029717197302,4.35871101827117,4.61626440525684,4.65222174299826,4.74349299253692,4.52366093004392,4.50347899971933,4.47970278092634,4.6834679259036,6.53143539153491,4.52680405747598
4.56512150243268,4.24539719865284,4.82147849036367,4.57255907714333,4.13092360428681,4.43101001291629,4.6147717084918,4.69396041372052,4.50148911702115,4.45755087160313,4.60793126987473,5.15352908964863,4.51292666059154
4.19279303983053,4.27567081882661,4.4555780604131,4.1650745102161,4.29962748084439,4.45058860426747,4.44319681384617,4.37985996634238,4.53774734286955,4.65914493374677,4.13483652826641,4.44848754213434,4.36310164540632
4.93421600481331,4.54786086328865,4.69740942101888,4.50744229322142,4.4339770726984,4.52896638208262,4.42409655638296,4.93459269748449,4.50656440675973,4.4997901776526,4.38940791221402,5.14437251968368,4.58221125341974
4.65820543587303,3.90585168444681,4.4054042195224,4.09962074153588,3.61726475540849,3.92975012884073,4.52737012509498,4.43504842276146,4.01603078145881,3.76639430506685,3.86230797047114,6.08134089786328,4.11120441549823
4.68349526860451,4.07858896535175,4.64706256610144,4.9672438269513,3.91629534204056,4.08989641975978,4.57938408477874,4.7558594881786,4.20393788204125,3.7849657973642,4.24504892914026,4.94804103774158,4.35925259730112
4.62847797820612,5.16000043431454,4.45125070990224,4.50688409573057,5.0334569027262,4.83998730417983,5.02731029814521,4.39068211639188,4.8712725513402,4.75516700113377,4.27357317662713,5.92331100423811,4.72164205169979
4.46602855509616,3.92377510643864,4.41567080596962,4.28882257246387,3.47956357675983,3.71165916500262,4.10659911758588,4.26725412133244,3.78063018737445,3.8681981774556,3.87381692630415,5.57429658224064,4.01654711925302
4.5791700790953,4.07622819766892,4.62021015997677,4.37528412660811,3.78264192836903,4.15829323610591,4.45248255059773,4.44563694098871,3.78894412130598,4.38081050771469,4.14857047609204,4.25310881251302,4.25529748404756
4.96917722228295,5.02734609188114,4.68690503701965,4.58975814820273,5.0257874160684,4.66958303104206,4.90624911572393,4.74706702517193,5.04877798094829,4.23227225579366,4.52232655438834,4.69306069381574,4.76593180713846
4.38912454961954,3.79644216608945,4.50977391451581,4.07719926735168,3.65865081971804,3.80334136271958,3.98202300351468,3.97356219438249,3.88362772665592,3.36826972684622,3.98784943140694,3.7723802271898,3.9481694693473
4.85176111185728,4.53817132270907,5.07328929110488,4.60920738323332,4.3314870439673,4.42729700205626,4.88755234671349,4.64775538424927,4.5292471909255,4.1735952679989,4.41484867932841,5.50233847884747,4.5894738203767
4.84023221180374,3.82402406335108,4.76447283657481,4.59409128625681,4.10635118269584,4.36644154387571,4.55751054941629,4.55863127387603,4.15662979299575,4.47919867838151,4.17244003877919,7.06807502343036,4.40182031436425
4.33282512887175,4.62120623737839,4.09030848581167,3.83812102887102,4.83495250269211,4.71175367239531,4.75766539139761,3.92025473785169,4.38058901871143,4.54412466539611,4.08255906342857,4.78857778826492,4.37403272116415
4.94394749557521,4.68563838375601,4.24205388865675,4.57078389359694,4.47510126560516,4.62700347818648,4.87153813927268,4.45697596725098,4.72568957501511,4.63489824715672,4.30234133857805,7.57430823495927,4.59417924296819
4.49649972036099,3.87847342603415,4.73935526786111,4.39260045074603,3.33664597998696,3.79145331324898,4.25086794979013,4.1835535347083,3.78034924752234,3.70693863684532,4.07795313820886,4.44613971573254,4.05769915139211
4.09073902758104,3.95636279373902,4.26022906026943,4.24644673732566,4.21632790987828,4.30373378167414,4.22141250895883,4.09245633656878,4.07789088096598,4.40591845133575,4.25059979056556,5.115558357873,4.19291975262386
4.3678555177124,4.06870098338377,4.43702030681576,4.21828144131358,3.73300602816933,4.02443252504131,4.24292548795301,4.10701397174584,4.07090617474493,3.9625236450885,3.90843132693672,4.16369037514632,4.10373612808228
5.33522271088356,4.70064664058504,5.06146914121275,5.23338256341045,4.91626382973818,5.00075396226987,5.02268334355877,4.88688610127033,4.76983007037432,4.66366220104993,4.61652629030249,6.49638987168993,4.9279388049687
4.10438184548843,3.34043329983028,4.33261913785631,4.11656690061198,3.15844159886018,3.54038178354367,3.85672523198846,3.84096519235216,3.53915995230973,3.51595677241268,3.95678752944825,5.81306145056414,3.75476538588201
4.70024157404998,3.89277135815488,4.61259859601549,4.45841790328537,3.87562438882292,4.01944697016559,4.57079792059278,4.43832570124344,4.15346530675879,4.72301144891334,4.63803697927327,5.44122207975843,4.37115801338871
5.23314919842018,4.63631999513564,5.15886797360177,4.75441826843836,4.4453463687709,4.78184959643861,4.73065000020273,5.24386499561325,4.4603471945331,4.49153239972597,4.87311971158018,5.84006852213602,4.80086051840552
5.20185868839634,4.64066563459056,5.22563365805892,5.06035532876233,4.35048793896025,4.65219933738846,4.84687479307535,5.07143990453718,4.69660096569124,4.92835998695124,4.82496513439046,6.65628227142989,4.86358557916385
4.6939292599472,4.68792923660661,4.68336157281865,4.61099576441766,4.06716366217128,4.24840263367282,4.71801732601525,4.45757271402268,4.53400599410441,3.88885205504997,4.42715686706867,4.86556700759637,4.45612609871775
4.72787022930382,5.0637561659989,4.6491238859309,4.44558698174374,4.97131168102111,5.06575933415727,5.07861616435321,4.93803133218926,4.60412518040563,4.94188361779143,4.80787823855242,6.4882545856168,4.84490389194979
4.72383466940379,4.69260772754777,4.63090746268109,4.69663969708058,4.31170888804685,4.46352924263743,5.03351469594403,4.81471538822064,4.31976144142797,4.61236491555741,4.41018348106116,5.66598536153903,4.60997887360079
4.46639147211525,4.49219745870372,4.55861737827115,4.31292738490577,4.58756520333952,4.53996625220178,4.35847774072509,4.43768019037931,4.3108102354796,4.4432917268739,4.17492163913387,5.11249291251665,4.425713334739
4.19183321758136,4.36679750887282,4.34011751420621,4.23668987922258,4.5452232309697,4.0693438520846,4.44723595617917,4.02612177939403,4.21697098929625,3.95932495594706,3.95382129269429,5.16483676463468,4.21395274331346
4.486727421043,4.09965659242752,4.6702683005602,4.12953822386534,3.46527383103737,3.97410994920783,4.4332897070186,4.29977067942354,4.02284385550597,3.49756726299121,4.2665932864268,5.12656363078565,4.12233082813704
4.43479931097741,4.1015489961237,4.37691076129001,4.30619050494272,3.5796709872975,3.81605420843408,4.2972656412007,4.41215612064532,4.15692963767274,4.01135211194933,4.07395725090583,5.68238080396232,4.14243959376721
4.93501571807155,4.40109961933245,4.95813933266091,4.69127779126785,4.31924066986629,4.54146258268473,5.22662330351695,4.57914390477233,4.57870144405992,4.10985851812891,4.45669669804314,5.98776535240032,4.61793268930955
3.97318572453424,4.1035275073655,4.19390274370284,4.00394391377046,4.25266638227817,3.99614577651378,4.02455489895133,3.93149628144944,3.9127432487659,4.12279457448269,3.7164521005753,5.90042421087062,4.02103755930815
4.5008947803914,4.18038395661545,4.30437047396418,4.35864718642769,4.26442053544305,4.30421282275262,4.37543579087845,4.48258644714834,4.49671855478399,5.05077942045859,4.15002389653337,5.83118177223579,4.40622489685428
4.51587813701095,4.328226454705,4.85250791278682,4.44928490219439,4.01132339900197,4.1537101732957,4.40309930306306,4.4646523664328,4.38240492811385,4.30848253174353,4.15565673260158,5.4429555144591,4.3659297128136
4.84751619495598,4.27320486709704,4.59118885551526,4.5771050958643,4.29610983681145,4.41748047640394,4.69010036850579,4.65440263575333,4.42769002448829,4.55732088181904,4.46095912757694,4.39462386561802,4.52664348770831
4.46035415478368,4.48687090208735,4.49861682438266,4.13628373268371,4.27014968945548,4.53444981170375,4.70922613489459,4.23576541600171,4.24169761632189,4.19896478821292,4.63644136814232,4.43669486172012,4.40080185806092
4.45678958068455,4.06554192963792,4.56919236456385,3.96418311083995,4.00229133738064,4.17424047702733,4.51781276927892,4.39882364943417,3.78666649765234,3.85468957221612,3.77322473672641,6.71376148509546,4.14213236594929
4.44986275386522,4.21838446625752,4.57975008433789,4.38269851017416,4.18135122070033,4.20558597484938,4.41056100573024,4.48062282994015,4.18468633304412,4.18062393989148,4.39310904710383,4.8374058695194,4.33338510599039
4.78673547657797,4.56307166083203,4.76719813050588,4.61410255802081,4.35580226221118,4.43325559387391,4.4440543579702,4.76890168968144,4.39993494340797,4.33067133170952,4.43962386009716,5.80418128107144,4.53666835135346
4.88266442448824,4.93143094412833,4.64593257543359,4.63393924395026,4.90156896779791,4.612443562932,4.80167544023682,4.43895377465225,4.58490400183885,5.05462764322887,4.02946408250208,5.92216262129329,4.68341860556266
4.57120005104727,4.2453082330558,4.23647546797885,3.96918617099782,4.19002911746766,4.3332722747807,4.44375345122849,4.31295906373332,4.12923934509289,4.53134761920176,4.04676621708078,4.38558276787179,4.27359427378776
4.98790451614596,4.81125674201178,5.17770717963724,4.885179348219,4.69950615081703,4.62587870852657,5.11874694781531,5.0673269694401,4.66312526667438,4.80529281588623,4.82147530659445,5.21273852005741,4.87849090470619
4.99639067805947,4.59714499061294,4.67550139263673,4.63023019298442,4.58897859034294,4.65256621630175,4.90846678468714,4.80797117359599,4.63002768412225,4.70239330071371,4.63393421554137,6.44573596479049,4.71123683814534
4.54629532200404,4.25233397572009,4.56347181117214,4.47141596026739,3.74340381356653,4.10622577276361,4.51487512110779,4.27970087452035,4.20053871129895,4.02667835353382,4.00377916622707,5.87280244681685,4.24624717110744
4.2899716407087,4.53147094424089,4.47886441780996,4.13008168898907,4.18380590414507,4.08038071476362,4.33532095271238,4.11533938136477,4.1858328263988,4.68046960557295,3.95111027137501,5.47283618814714,4.26933166800738
4.74802326850407,4.82265052877852,4.63942313077832,4.62800661743202,4.75882489251085,4.63328874080624,4.6212548536065,4.66275199221859,4.74638818025589,4.53635138253211,4.34038019919854,4.81581387267985,4.64884943514742
5.02035614373259,4.38633044760203,4.83910727644952,4.6456664875826,4.07310018526184,4.26486320098695,4.52718653556656,4.76684099082419,4.20806903365489,3.83770764388344,4.27838171652106,5.76826053160603,4.44069178746052
4.95170209294992,4.92091863553262,4.76430679955145,4.32946105864736,4.67212626376239,4.95828966136701,4.7618694932689,4.32873348387959,4.59065029756602,4.66129942537121,4.18255467849947,4.88449916711643,4.64744653549054
4.73917310032944,4.28584183242907,4.83381234945849,4.31603937834698,3.89685756659309,3.93272879853019,4.79256135926559,4.60654576848264,4.13388926292572,3.80030497192157,4.60077901786917,3.9080276636914,4.35804849146836
4.34847886055114,4.04351820420468,4.10555140557606,3.73947483554507,4.03303381066903,3.94457775413848,4.04463076922475,4.05133630908786,3.91831437981825,3.79569277933661,3.60873350685825,5.51761516519152,3.96666751045547
4.08250864866576,3.60820592759615,4.29449462277379,3.46342054859213,3.8185742111316,3.56550198786277,4.14801060306844,4.34862467894045,4.02689086666991,4.24768728726243,4.21002303157923,2.87419782186472,3.98308567401297
4.54126565073874,4.47926763193645,4.31329729235053,4.44727606542092,4.58800913093312,4.63615897090343,4.89068297731492,4.51004588080944,4.65870401751662,4.70290346422298,4.37876571810495,7.08201831589927,4.55876152729564
4.7393027181439,4.31819965363354,4.68062653015213,4.23858684757451,4.24826477353896,4.51992992952318,4.54791994322632,4.86156330350813,4.60938340301023,4.04275070050694,4.51673763534242,6.28875834251289,4.48393322165093
4.32859034589876,3.75619356795245,4.7703683022433,4.70370223501879,3.43453657819615,3.88176465336154,4.25358200423093,4.21503226056776,3.84889999907446,4.09037168648114,4.39370521525719,5.8695157106273,4.15243153166204
4.81259637109925,4.79417510825908,4.53337881103434,4.49809484799176,4.70691967009732,4.572944248975,4.61375515066279,4.14775900619015,4.41952192664803,4.35521784457619,4.39175087952343,6.06594726660688,4.53146489682339
4.21070166902169,4.32444246245796,4.36585943625984,3.96710875462523,4.713626416633,4.22338711296205,4.54667820561362,3.9694055558985,4.48506622365327,4.21467858047215,3.80455548350704,4.73598502307364,4.25686453646403
5.13463263912065,4.44643228650679,4.74308911434183,4.69606550367981,4.37856477857796,4.76315348440182,4.98192758842794,4.59770743112464,4.64531169434466,4.3527576025498,4.32204954252874,5.33679435820342,4.64197196960042
5.09204164932796,4.92471204835133,4.76829535192138,4.65891282311962,4.52090335232445,4.61304529885161,5.12159104755381,4.57731475878155,4.75831306354703,4.60798041354778,4.85695425248826,5.39360110515145,4.7727330963468
4.42337427209107,4.3430611301244,4.49795241315845,4.4692231073396,3.86673753674918,4.06858912641819,4.39620923087978,4.61645792937593,4.02006844561659,4.42022865541445,4.03935098775006,4.55742300124197,4.28738662135616
4.55687991191074,4.4164003738993,4.32198830852442,4.15787487272991,4.29428518557668,3.96796215766423,4.70328440410453,4.40210277460832,4.20860180443395,4.58703651570556,3.99934742137523,4.80378442292713,4.32870579368481
4.62523461978903,3.64066487374033,4.52795514597159,4.12841037151622,3.88718536508037,4.00889229289206,4.22198264154282,4.35339667050778,3.96722729730043,4.05919334300209,4.38421599925403,5.2963775635233,4.16403260187243
4.12612826368317,4.14342172512244,4.19365385256384,4.30207034440829,3.97805422003219,3.83309491071305,4.04352858540025,4.04841151371088,4.06191509558039,3.73966091521379,4.15046486724673,5.33237480370923,4.05640039033409
4.19376743939988,4.04245685375535,4.36453540143455,3.80448119009768,4.24506635847636,4.11689335470757,4.49012620980388,4.29561404298671,4.03127155905574,4.15108302910518,4.0307006632049,5.00038786071937,4.16054510018435
5.24350431101773,4.77416330259234,5.13357303750276,4.82425513713803,4.59440091773207,4.90767390758232,5.15312533520628,4.89727381244967,4.93804349169424,4.74676434374428,4.71408211376034,5.25751217176185,4.90244179185637
4.69693808543143,3.94290116122866,4.94754343405576,4.47078090751701,3.9096164936958,4.02625727870131,4.49566453301233,4.57085917977516,3.9620781332233,3.36929936134198,4.38025662468619,4.94339988201139,4.25201774478808
4.51936331782645,4.32815890606032,4.55330865443298,4.41450334492546,4.37920782303855,4.46596776440624,4.64349007347973,4.09471230083029,4.139502814953,4.07026460058764,4.31448045873264,3.74735911237548,4.35663273266121
4.39134456958457,4.05669329001812,4.67854825233345,4.60232304965943,4.22761172088354,4.2659887413802,4.54651225301018,4.10504115409162,4.10969458919758,4.5314265098648,4.25123067755543,4.16326478047433,4.34240134614354
4.19627988053456,3.64379081535622,4.3399112365027,4.1920903449475,3.62593383900037,3.79145312067675,4.1145274847946,4.28046648193178,4.03632652189614,3.26776859177292,3.80734913685889,5.69958539029001,3.93599067766113
4.48793960067552,4.03700670274603,4.58016862293992,4.22767237725442,3.74008833125432,3.95100994969424,4.34866255247919,4.52906898821801,4.32677196470963,4.32161684314094,3.87137711621631,4.48102795350054,4.22012573175714
4.68444816712543,4.99676803683927,4.87484356244886,4.7772175501413,4.78468056461957,4.72230750648491,4.86411721381324,4.45564107253529,4.79288897922021,5.08375498168091,4.57629775086962,5.58688220778795,4.7829968532526
4.91030218523847,4.96176680361818,4.95505920657766,5.07578898145079,4.98618311018827,4.96664713971814,5.05406135284362,5.07466679205772,4.95354147262509,5.18972516441964,4.77903269345227,6.72460900079561,4.99152499110817
4.82335196811966,4.70918459361609,4.70991249089277,4.73656914492804,4.65911957573726,4.7863207012108,5.06007167672527,4.80061906065669,5.06278714725998,4.89589225339566,4.56695160825661,5.21441024717277,4.80098002007262
4.10095675370647,3.99512305903269,4.34824931600378,4.16188226921311,3.92966859826345,3.98398017309829,4.31362586194703,4.09352158046882,3.97292703222624,3.92733839138389,3.95897144697931,4.71059587367488,4.07147677112028
4.94544706783186,4.59167323089056,4.94032803241604,4.4601323970458,4.3486229762577,4.59027032864484,4.91750788623769,4.57075396001441,4.61872879211283,4.53545092588852,4.70348395802115,4.24138978041084,4.65658177776013
4.65902225865546,4.70076092887846,4.37465588466731,4.55140233400791,4.46328302685937,4.52407460387149,4.70552512081508,4.23455407001241,4.51071706969318,4.17248739349845,4.77568746455027,4.84369833283783,4.51565183231904
5.29848566576025,4.59028173247554,4.97688268180491,4.76810633811659,4.46291318190243,4.59684899843623,5.19209228556935,4.65565401702062,4.89704530844231,4.35860555353074,4.59698691209606,4.69265860022583,4.76308206137773
4.51038555559521,4.43820782777659,4.80724062752607,4.67412978758937,4.23740157372489,4.25892940150872,4.8216072920647,4.26813346053832,4.36694520432282,4.81418482807207,4.17416806477471,5.1642873286831,4.48830305668123
4.17869933349717,3.79038766603281,4.08892052232276,3.93595997509422,3.45549385643289,3.64396462606813,4.38308643680607,4.00217299764946,3.9205377520576,3.6516041839177,4.15330610907828,5.19665295855598,3.92764849626882
4.93356710471974,4.34102672520769,4.86824033101481,4.52121254794517,4.45437848377141,4.74939190511326,5.0920741507784,4.96924596550278,4.38455897439543,4.44860084331258,4.47377045393006,6.1860523843176,4.65782431688103
4.62685797077038,4.27419739716941,4.57999960018453,4.64309916746822,3.91606298199983,4.10343787212198,4.20121825618657,4.30410547845819,3.97538456915764,4.08045062878847,4.38114454032252,5.24262831364565,4.2805416784207
3.60948708379372,3.37749116884408,3.99644207273381,3.88602140268905,3.25681259278862,3.4055068248615,4.05832854924065,3.60858704067861,3.63429173204417,4.18656519443988,3.50894597216463,4.05719226912682,3.68440723947988
4.10472486977359,4.09092345544745,4.02393398636198,3.86137265538301,3.84517595534508,4.01784060793889,4.51411835917603,4.00754455879463,4.02465306686092,4.05278993006854,4.13931694538348,5.51292193665205,4.06203585368487
4.9914739101485,4.84663311984314,4.79596550102997,4.81171581061071,4.60849071473089,4.87278788329243,5.27595357766708,4.74516407388837,5.26090392039672,4.9877706491164,4.72432544052571,5.16558142064816,4.9019258728409
4.1916082651098,3.92109974408761,4.4407349460085,3.79870434930394,3.9004033525837,3.85173876178206,4.25451828577619,4.28842880798228,4.06285298082123,3.7933699940549,4.18891732419937,5.47261349354158,4.06294334651905
3.97969299458056,3.72755783822968,4.13010278408404,4.02734739391381,3.71870538938429,3.7094642066837,4.09720515341281,3.89330972200137,3.58927835050842,3.17865156740158,3.86741564926743,4.68895067640098,3.81079373176979
4.47144860521871,4.05775868937379,4.68249483960147,4.28441261224241,3.57546854968532,3.86982458667573,4.08313623206592,4.44856042530273,3.56726325807801,3.69248587686637,4.12464353258365,5.49896218512222,4.07795429160856
3.70326585772455,4.13266809263574,3.87055185732209,3.89940103768045,3.85677713929682,3.99193827201883,4.10057651527507,3.81054167962732,4.04487466831612,4.21046823217955,4.18392559284232,4.77757946548374,3.98227172226535
5.07215278489983,4.20123284037997,5.1907483447346,4.88694883299394,4.17678251851279,4.35694416278655,4.9537489330737,4.98219648033281,4.71700110494708,3.88443036780521,4.72502590079492,5.76151128820309,4.64974657011467
4.45089596951785,4.4129464389171,4.26726303310147,4.11934494530708,4.2004446392055,4.118806715218,4.55494298505622,4.2682150446068,4.2740140424498,4.5244498895815,3.99371649964707,4.33655043976069,4.28954910932804
4.04303111250022,4.14499869508146,4.3399056144822,4.17124148745113,4.35299383783109,4.2466504965959,4.46340694109319,4.28054493090172,4.4537316203932,4.66103184975553,4.20354949646035,5.31536726432889,4.30555328023145
4.37102456074995,4.32315705884571,4.27591018221788,4.49117903311883,4.18175388827466,4.38348108886497,4.3380843047735,4.61930245338646,4.30825890980987,4.60694395912519,4.47245987245705,5.19650210963026,4.39741411923855
3.91838449663793,4.27723079848676,4.08140129248995,4.06138613749829,4.14661162165807,4.00841382552193,4.0252427877557,4.27121100710197,4.11017140527015,4.29727831119341,4.1987114637227,5.50466718921283,4.12691301339426
4.79159387166794,4.96548506141666,5.04329296194272,4.69789692049558,5.16274417742428,4.82444159893133,5.28113118694174,4.84977772446293,4.94306006363283,4.20739771036237,4.53408423567847,5.73653056215023,4.84553686481426
4.56773972376229,4.89631033217892,4.48356366131382,4.59555405720476,4.5703802027187,4.65489954200989,4.49335931316099,4.13075471032169,4.31415288149377,4.40794780696131,4.24852280714032,8.02269934212133,4.48756227620604
5.00090877149229,4.6557075868739,4.93158391100515,4.82330341732218,4.68383270286943,4.69046824441043,5.25665746222851,4.60089854086741,4.92158388276519,4.67417821111988,4.50282043111188,7.04230448470564,4.79472210564239
4.04501660594379,4.41182303814837,4.35420795837214,4.20566232235714,4.28080411776295,4.30388433072743,4.04238191186655,4.03545714619771,4.15557655775881,4.37703824437205,4.05274078249964,5.40898384044349,4.20587209236423
4.3744934287449,4.29795378084594,4.70282523685343,4.4666121907533,3.86367797855654,3.86237018182945,4.10456919756737,4.19193835473971,3.93879099330484,4.23960125372531,3.93060737690924,6.22405093057862,4.17940363398455
4.65343844183587,4.22234392984494,4.61580286444747,4.66418987115021,3.65181355825177,4.11806645275182,4.29904320758444,4.33225069324491,3.96503274765682,4.48434311843803,4.49601267020906,5.47261247180173,4.31839432321958
4.07496418435976,3.91638933495309,4.31891968031991,4.31379964331686,3.72218469648222,3.88007023438395,4.45592695402238,3.96406997883292,4.15613742651959,3.57456432895011,4.05057307147292,6.1371381004135,4.03887268487397
4.56166137954267,4.51323561443925,4.54513989368799,4.24695815450466,4.58498401838272,4.73502374440612,4.65582265880554,4.81074682642451,4.63215674649865,4.95865699290407,4.52118889066049,5.39538751330891,4.61505226547788
4.32370114824212,4.03436530116399,4.34167830005717,4.34381304600408,3.99899417987318,3.96281711250459,4.41412437005436,4.4818039340791,4.05768683513048,4.94234051601341,4.29158551624035,6.69092691398826,4.29026456903298
